User,Store,Product,Size,Transaction_Date,WeekDay,Price
10007,Spar,7013,L,2018-09-14,Friday,7.48
10007,Spar,7015,M,2019-02-02,Saturday,5.73
10007,Spar,7000,M,2019-02-02,Saturday,5.62
10007,Spar,7001,L,2018-09-14,Friday,8.35
10007,Spar,7012,L,2018-09-14,Friday,6.81
10007,Spar,7011,S,2019-03-26,Tuesday,0.87
10007,Spar,7007,S,2019-03-26,Tuesday,0.99
10007,Spar,7000,S,2019-03-26,Tuesday,2.71
10007,Spar,7005,L,2018-09-14,Friday,8.33
10007,M&S,7013,S,2018-09-12,Wednesday,3.72
10007,M&S,7012,S,2018-09-12,Wednesday,1.09
10007,Tesco,7001,L,2018-09-21,Friday,6.6
10007,Spar,7015,M,2018-12-19,Wednesday,5.84
10007,Spar,7013,M,2018-12-19,Wednesday,5.71
10007,Spar,7000,M,2018-12-19,Wednesday,5.29
10007,Spar,7010,M,2018-12-19,Wednesday,5.21
10007,Spar,7009,M,2018-12-19,Wednesday,4.27
10007,Tesco,7013,M,2018-12-22,Saturday,4.55
10007,M&S,7010,S,2019-10-18,Friday,0.77
10007,M&S,7012,S,2019-10-18,Friday,2.36
10007,M&S,7007,S,2019-10-18,Friday,3.0
10007,Lidl,7000,L,2018-09-17,Monday,6.44
10007,M&S,7001,S,2019-10-18,Friday,0.91
10007,Spar,7009,M,2019-02-02,Saturday,4.36
10007,M&S,7010,S,2018-09-12,Wednesday,1.65
10007,M&S,7015,S,2019-10-18,Friday,2.91
10007,Tesco,7015,M,2018-12-22,Saturday,5.58
10007,Tesco,7001,M,2018-12-22,Saturday,5.47
10007,Tesco,7006,M,2018-12-22,Saturday,4.61
10007,Lidl,7012,S,2018-09-17,Monday,1.72
10007,Lidl,7002,S,2018-09-17,Monday,0.87
10007,Lidl,7010,S,2018-09-17,Monday,1.11
10007,Lidl,7011,S,2018-09-17,Monday,2.14
10007,Lidl,7003,S,2018-09-17,Monday,1.8
10007,Aldi,7003,L,2018-09-05,Wednesday,7.33
10007,M&S,7010,S,2018-11-07,Wednesday,1.34
10007,Aldi,7011,L,2018-09-05,Wednesday,6.71
10007,Aldi,7001,L,2018-09-05,Wednesday,6.72
10007,Aldi,7009,L,2018-09-05,Wednesday,7.33
10007,Aldi,7010,L,2018-09-05,Wednesday,6.78
10007,Lidl,7015,L,2018-09-03,Monday,6.91
10007,Lidl,7000,L,2018-09-03,Monday,7.9
10007,Lidl,7002,L,2018-09-03,Monday,7.56
10007,Aldi,7000,L,2018-09-05,Wednesday,7.12
10007,Lidl,7006,S,2019-10-28,Monday,1.83
10007,M&S,7011,S,2018-11-07,Wednesday,2.65
10007,M&S,7006,S,2018-11-07,Wednesday,1.26
10007,Tesco,7007,M,2018-12-22,Saturday,5.69
10007,Tesco,7011,S,2019-10-21,Monday,1.64
10007,Tesco,7009,S,2019-10-21,Monday,0.99
10007,Tesco,7012,S,2019-10-21,Monday,3.57
10007,Tesco,7006,S,2019-10-21,Monday,1.16
10007,Tesco,7010,S,2019-10-21,Monday,1.97
10007,M&S,7007,S,2018-11-07,Wednesday,1.25
10007,Spar,7007,S,2018-09-14,Friday,0.61
10007,Lidl,7002,L,2018-09-08,Saturday,7.4
10007,Spar,7015,S,2018-09-14,Friday,3.38
10007,Spar,7000,S,2018-09-14,Friday,3.52
10007,M&S,7015,S,2018-11-07,Wednesday,3.49
10007,Lidl,7000,L,2018-09-08,Saturday,7.72
10007,Lidl,7015,L,2018-09-08,Saturday,8.03
10007,Spar,7003,S,2018-09-14,Friday,3.58
10007,Tesco,7011,S,2019-10-30,Wednesday,2.99
10007,Tesco,7005,S,2019-10-30,Wednesday,1.97
10007,Tesco,7012,S,2019-10-30,Wednesday,3.42
10007,Lidl,7005,L,2018-07-14,Saturday,7.25
10007,Tesco,7015,S,2018-10-26,Friday,1.93
10007,Tesco,7009,L,2018-07-16,Monday,6.66
10007,Tesco,7000,L,2018-07-16,Monday,7.99
10007,Tesco,7003,L,2018-07-16,Monday,7.38
10007,Tesco,7006,L,2018-07-19,Thursday,8.01
10007,Tesco,7003,L,2018-07-19,Thursday,6.52
10007,Tesco,7010,L,2018-07-19,Thursday,7.57
10007,Tesco,7009,L,2018-07-19,Thursday,6.78
10007,Tesco,7001,L,2018-07-19,Thursday,7.66
10007,Spar,7001,S,2018-10-14,Sunday,2.74
10007,Spar,7009,M,2019-01-12,Saturday,4.18
10007,Spar,7005,S,2018-10-14,Sunday,2.34
10007,Spar,7006,M,2019-01-12,Saturday,4.52
10007,Spar,7007,M,2019-01-12,Saturday,4.36
10007,Tesco,7012,S,2018-10-11,Thursday,3.38
10007,Tesco,7002,S,2018-10-11,Thursday,3.37
10007,Spar,7012,L,2018-07-29,Sunday,6.24
10007,Spar,7001,L,2018-07-29,Sunday,7.14
10007,Spar,7003,L,2018-07-29,Sunday,7.01
10007,Tesco,7011,M,2019-01-10,Thursday,4.23
10007,Tesco,7002,M,2019-01-10,Thursday,5.44
10007,Tesco,7015,M,2019-01-10,Thursday,4.81
10007,Lidl,7011,L,2018-07-14,Saturday,8.31
10007,Tesco,7000,M,2019-01-10,Thursday,4.29
10007,M&S,7012,L,2018-07-26,Thursday,6.55
10007,M&S,7000,L,2018-07-26,Thursday,7.67
10007,Tesco,7011,S,2019-11-05,Tuesday,3.4
10007,Tesco,7002,S,2019-11-05,Tuesday,1.52
10007,Tesco,7006,S,2019-11-05,Tuesday,0.9
10007,Tesco,7001,S,2019-11-05,Tuesday,3.27
10007,Tesco,7012,M,2019-01-10,Thursday,5.08
10007,Lidl,7015,L,2018-07-14,Saturday,6.71
10007,Tesco,7005,S,2018-10-26,Friday,1.01
10007,Tesco,7012,S,2018-10-26,Friday,3.58
10007,Spar,7005,S,2019-03-16,Saturday,3.22
10007,Tesco,7005,M,2019-01-17,Thursday,5.25
10007,Tesco,7009,M,2019-01-17,Thursday,5.29
10007,Tesco,7012,M,2019-01-17,Thursday,4.88
10007,Tesco,7001,M,2019-01-17,Thursday,5.77
10007,Spar,7007,S,2018-10-23,Tuesday,2.82
10007,Tesco,7011,M,2019-01-17,Thursday,4.76
10007,Spar,7003,S,2018-10-23,Tuesday,2.37
10007,Spar,7005,S,2018-10-23,Tuesday,0.92
10007,Lidl,7000,L,2018-07-02,Monday,7.42
10007,Lidl,7013,L,2018-07-02,Monday,6.25
10007,Lidl,7015,L,2018-07-02,Monday,8.29
10007,Lidl,7002,L,2018-07-02,Monday,7.63
10007,Lidl,7007,L,2018-07-02,Monday,6.79
10007,Spar,7001,S,2019-03-16,Saturday,2.41
10007,Spar,7007,L,2018-07-29,Sunday,7.88
10007,Tesco,7002,M,2019-01-17,Thursday,4.11
10007,Tesco,7007,M,2019-01-17,Thursday,5.55
10007,Tesco,7009,S,2018-10-26,Friday,3.15
10007,Tesco,7013,S,2018-10-19,Friday,1.34
10007,Tesco,7002,S,2018-10-19,Friday,1.44
10007,Tesco,7011,S,2018-10-19,Friday,3.29
10007,Tesco,7010,S,2018-10-19,Friday,0.83
10007,Tesco,7000,S,2018-10-19,Friday,2.73
10007,Spar,7003,S,2019-11-11,Monday,1.26
10007,Spar,7006,S,2019-03-16,Saturday,2.5
10007,M&S,7002,L,2018-07-10,Tuesday,7.11
10007,M&S,7015,L,2018-07-10,Tuesday,7.77
10007,Spar,7013,S,2019-11-11,Monday,2.53
10007,Spar,7015,S,2019-11-11,Monday,2.73
10007,M&S,7009,L,2018-07-10,Tuesday,7.96
10007,M&S,7005,L,2018-07-10,Tuesday,8.23
10007,Spar,7013,S,2019-03-16,Saturday,3.29
10007,Tesco,7009,L,2018-09-21,Friday,6.2
10007,Spar,7002,L,2018-07-29,Sunday,8.27
10007,Spar,7000,S,2018-10-08,Monday,3.12
10007,Spar,7000,S,2019-03-21,Thursday,2.5
10007,Spar,7006,M,2019-01-06,Sunday,5.5
10007,Spar,7006,S,2019-03-21,Thursday,1.28
10007,Spar,7003,M,2019-01-06,Sunday,5.33
10007,Spar,7000,S,2018-11-01,Thursday,1.97
10007,Tesco,7003,L,2018-08-12,Sunday,7.32
10007,Spar,7015,M,2019-01-06,Sunday,4.76
10007,Spar,7000,M,2019-01-06,Sunday,4.95
10007,Tesco,7010,L,2018-08-12,Sunday,7.97
10007,Spar,7003,S,2019-03-14,Thursday,0.68
10007,Spar,7007,M,2019-01-05,Saturday,5.31
10007,Spar,7009,M,2019-01-05,Saturday,5.05
10007,Spar,7013,M,2019-01-05,Saturday,5.49
10007,Spar,7006,M,2019-01-05,Saturday,5.11
10007,Spar,7001,M,2019-01-05,Saturday,5.18
10007,Tesco,7005,L,2018-08-12,Sunday,7.48
10007,Tesco,7001,L,2018-08-12,Sunday,7.13
10007,Spar,7009,M,2019-01-27,Sunday,4.44
10007,Tesco,7013,S,2019-10-30,Wednesday,2.7
10007,Spar,7005,L,2018-08-15,Wednesday,8.39
10007,Spar,7002,L,2018-08-15,Wednesday,7.85
10007,Spar,7013,L,2018-08-15,Wednesday,6.24
10007,Spar,7012,L,2018-08-15,Wednesday,6.91
10007,Spar,7011,S,2019-03-21,Thursday,3.21
10007,Spar,7006,L,2018-08-15,Wednesday,7.26
10007,M&S,7015,S,2018-09-29,Saturday,2.29
10007,M&S,7010,S,2018-09-29,Saturday,3.44
10007,Spar,7011,S,2019-03-14,Thursday,3.76
10007,Spar,7007,S,2019-03-14,Thursday,3.66
10007,Spar,7007,S,2018-11-01,Thursday,1.64
10007,Spar,7003,S,2018-11-01,Thursday,1.46
10007,M&S,7007,S,2018-09-29,Saturday,1.57
10007,Spar,7015,S,2019-03-21,Thursday,3.09
10007,Spar,7007,M,2019-01-06,Sunday,4.94
10007,Spar,7011,M,2019-01-06,Sunday,4.76
10007,Aldi,7003,L,2018-08-02,Thursday,8.37
10007,Aldi,7010,L,2018-08-02,Thursday,6.2
10007,Spar,7006,M,2019-01-25,Friday,4.7
10007,Spar,7005,S,2018-10-30,Tuesday,2.08
10007,Spar,7013,S,2018-10-30,Tuesday,3.37
10007,M&S,7010,S,2018-10-06,Saturday,2.56
10007,Tesco,7010,L,2018-08-04,Saturday,6.78
10007,M&S,7013,S,2018-10-06,Saturday,2.62
10007,Spar,7006,S,2018-10-30,Tuesday,2.19
10007,M&S,7015,S,2018-10-06,Saturday,1.75
10007,Spar,7005,S,2018-10-08,Monday,3.16
10007,Spar,7006,S,2018-10-08,Monday,1.02
10007,Tesco,7015,S,2019-11-03,Sunday,2.92
10007,Tesco,7013,S,2019-11-03,Sunday,0.69
10007,Spar,7015,S,2018-10-30,Tuesday,2.41
10007,Tesco,7009,S,2019-11-03,Sunday,3.65
10007,Tesco,7013,L,2018-08-04,Saturday,8.07
10007,Tesco,7003,L,2018-08-04,Saturday,7.04
10007,Tesco,7001,L,2018-08-10,Friday,7.15
10007,Tesco,7005,L,2018-08-10,Friday,6.64
10007,Spar,7000,S,2019-03-14,Thursday,3.65
10007,Tesco,7003,L,2018-08-10,Friday,7.08
10007,Spar,7009,M,2019-01-06,Sunday,5.41
10007,M&S,7015,S,2018-10-03,Wednesday,1.49
10007,Tesco,7015,L,2018-08-04,Saturday,6.14
10007,Spar,7009,M,2019-01-25,Friday,4.6
10007,M&S,7007,S,2018-10-03,Wednesday,1.13
10007,M&S,7002,S,2018-10-03,Wednesday,1.91
10007,M&S,7011,S,2018-10-03,Wednesday,1.44
10007,M&S,7006,S,2018-10-03,Wednesday,3.3
10007,M&S,7012,S,2018-10-03,Wednesday,2.73
10007,Tesco,7002,L,2018-08-04,Saturday,7.85
10007,M&S,7013,S,2018-10-03,Wednesday,2.08
10007,Tesco,7010,L,2018-09-21,Friday,6.55
10007,Lidl,7011,S,2018-09-08,Saturday,1.21
10007,Lidl,7006,S,2018-09-08,Saturday,3.6
10007,Spar,7000,M,2019-02-15,Friday,5.76
10007,Spar,7009,M,2019-02-15,Friday,4.12
10007,Spar,7001,M,2019-02-15,Friday,5.38
10007,M&S,7003,L,2018-11-07,Wednesday,7.71
10007,Spar,7001,S,2018-08-15,Wednesday,1.09
10007,M&S,7001,S,2019-09-28,Saturday,2.28
10007,M&S,7010,S,2019-09-28,Saturday,0.62
10007,M&S,7005,S,2019-09-28,Saturday,3.33
10007,M&S,7003,S,2019-09-28,Saturday,2.65
10007,M&S,7007,S,2019-09-28,Saturday,0.74
10007,M&S,7012,L,2018-11-10,Saturday,8.29
10007,M&S,7006,S,2019-09-28,Saturday,3.09
10007,Spar,7015,M,2018-11-28,Wednesday,5.72
10007,M&S,7001,L,2018-11-10,Saturday,6.38
10007,M&S,7015,L,2018-11-10,Saturday,6.79
10007,M&S,7003,L,2018-11-10,Saturday,6.17
10007,Spar,7009,M,2018-11-28,Wednesday,5.65
10007,Tesco,7015,M,2018-11-26,Monday,4.67
10007,Tesco,7001,M,2018-11-26,Monday,4.81
10007,Tesco,7009,M,2018-11-26,Monday,4.45
10007,Tesco,7015,S,2018-08-12,Sunday,2.14
10007,Tesco,7006,S,2018-08-12,Sunday,3.59
10007,M&S,7006,L,2018-11-14,Wednesday,6.97
10007,M&S,7002,L,2018-11-07,Wednesday,6.82
10007,M&S,7002,L,2018-11-14,Wednesday,6.78
10007,Spar,7006,M,2018-11-28,Wednesday,4.42
10007,M&S,7011,L,2018-11-14,Wednesday,6.69
10007,M&S,7009,L,2018-11-14,Wednesday,7.49
10007,Tesco,7002,S,2018-08-12,Sunday,1.17
10007,Tesco,7011,S,2018-08-12,Sunday,2.93
10007,Tesco,7012,S,2018-08-12,Sunday,3.78
10007,Spar,7003,M,2018-11-28,Wednesday,5.48
10007,Spar,7010,S,2018-08-15,Wednesday,1.75
10007,Spar,7015,M,2019-02-15,Friday,4.4
10007,Spar,7007,M,2019-02-15,Friday,4.64
10007,Lidl,7010,S,2019-10-01,Tuesday,2.8
10007,Lidl,7011,S,2019-10-01,Tuesday,2.22
10007,Spar,7001,L,2018-11-01,Thursday,6.23
10007,Spar,7002,L,2018-11-01,Thursday,6.36
10007,Spar,7005,L,2018-11-01,Thursday,7.38
10007,Spar,7012,L,2018-11-01,Thursday,6.95
10007,Spar,7011,M,2019-02-15,Friday,5.46
10007,Lidl,7012,S,2019-10-01,Tuesday,0.76
10007,Spar,7012,L,2018-10-30,Tuesday,6.19
10007,Tesco,7011,M,2018-12-05,Wednesday,5.88
10007,Spar,7010,L,2018-10-30,Tuesday,8.09
10007,Tesco,7007,M,2018-12-05,Wednesday,5.25
10007,Spar,7000,L,2018-10-30,Tuesday,8.19
10007,Tesco,7012,M,2018-12-05,Wednesday,4.29
10007,Spar,7002,L,2018-10-30,Tuesday,7.05
10007,Tesco,7013,S,2018-08-12,Sunday,1.54
10007,Spar,7012,L,2018-11-04,Sunday,7.99
10007,Lidl,7002,S,2019-10-01,Tuesday,2.07
10007,M&S,7001,L,2018-11-07,Wednesday,8.09
10007,M&S,7012,L,2018-11-07,Wednesday,7.13
10007,M&S,7005,L,2018-11-07,Wednesday,7.29
10007,M&S,7000,L,2018-11-07,Wednesday,6.23
10007,Spar,7015,S,2018-08-15,Wednesday,3.2
10007,Spar,7011,S,2018-08-15,Wednesday,3.7
10007,Lidl,7003,S,2019-10-01,Tuesday,0.61
10007,Spar,7007,S,2018-08-15,Wednesday,0.72
10007,Spar,7010,L,2018-11-04,Sunday,6.2
10007,Tesco,7013,M,2018-12-02,Sunday,4.28
10007,Tesco,7007,M,2018-12-02,Sunday,5.45
10007,Tesco,7006,M,2018-12-02,Sunday,5.13
10007,Tesco,7005,M,2018-12-02,Sunday,5.79
10007,Spar,7002,L,2018-11-04,Sunday,8.18
10007,Spar,7000,L,2018-11-04,Sunday,6.45
10007,Tesco,7000,M,2018-12-05,Wednesday,4.2
10007,Tesco,7001,L,2018-11-16,Friday,7.02
10007,Tesco,7002,S,2018-08-10,Friday,0.7
10007,Spar,7007,L,2018-11-28,Wednesday,6.68
10007,Spar,7001,L,2018-11-28,Wednesday,6.18
10007,Spar,7012,L,2018-11-28,Wednesday,7.01
10007,Spar,7010,L,2018-11-28,Wednesday,6.3
10007,Spar,7013,L,2018-11-28,Wednesday,7.0
10007,Tesco,7001,S,2018-08-04,Saturday,1.73
10007,Tesco,7000,S,2018-08-04,Saturday,1.05
10007,Tesco,7012,S,2018-08-04,Saturday,2.63
10007,Aldi,7012,S,2019-09-21,Saturday,1.96
10007,Aldi,7005,S,2019-09-21,Saturday,3.7
10007,Aldi,7010,S,2019-09-21,Saturday,0.81
10007,Aldi,7000,S,2019-09-21,Saturday,2.83
10007,Aldi,7013,S,2019-09-21,Saturday,2.94
10007,Aldi,7006,S,2019-09-21,Saturday,2.83
10007,Aldi,7002,S,2018-08-02,Thursday,3.03
10007,Aldi,7006,S,2018-08-02,Thursday,2.71
10007,Spar,7005,S,2019-03-04,Monday,0.66
10007,Tesco,7003,L,2018-12-02,Sunday,6.77
10007,Aldi,7009,S,2019-09-21,Saturday,1.78
10007,Tesco,7015,L,2018-12-02,Sunday,7.6
10007,Spar,7010,M,2019-02-18,Monday,5.63
10007,Aldi,7012,S,2018-08-02,Thursday,3.52
10007,Spar,7006,M,2019-02-18,Monday,4.85
10007,Spar,7002,L,2018-11-28,Wednesday,6.7
10007,Spar,7005,S,2018-11-23,Friday,2.98
10007,Aldi,7000,S,2018-08-02,Thursday,2.52
10007,Spar,7011,S,2019-03-04,Monday,1.01
10007,Aldi,7013,S,2018-08-02,Thursday,2.81
10007,Spar,7011,M,2019-02-18,Monday,5.79
10007,Spar,7007,M,2019-02-18,Monday,5.72
10007,Aldi,7015,S,2018-08-02,Thursday,1.37
10007,Spar,7015,S,2018-11-23,Friday,3.22
10007,Tesco,7005,L,2018-11-26,Monday,8.15
10007,Tesco,7007,L,2018-11-26,Monday,8.32
10007,Tesco,7000,L,2018-11-26,Monday,7.35
10007,Spar,7007,S,2019-03-04,Monday,2.52
10007,Spar,7000,L,2018-11-23,Friday,7.53
10007,Spar,7002,L,2018-11-23,Friday,8.02
10007,Spar,7009,M,2019-02-18,Monday,5.17
10007,Spar,7007,S,2019-09-25,Wednesday,1.88
10007,Spar,7011,S,2019-09-25,Wednesday,2.83
10007,Spar,7013,S,2019-03-04,Monday,0.75
10007,Spar,7000,S,2019-09-25,Wednesday,1.5
10007,Spar,7006,S,2019-09-25,Wednesday,1.49
10007,Spar,7003,S,2019-09-25,Wednesday,3.47
10007,Tesco,7002,L,2018-11-16,Friday,7.87
10007,Tesco,7003,L,2018-11-16,Friday,7.58
10007,Tesco,7011,S,2018-08-10,Friday,2.85
10007,Tesco,7010,L,2018-11-16,Friday,8.33
10007,Spar,7005,S,2019-09-25,Wednesday,2.09
10007,Tesco,7005,L,2018-11-16,Friday,8.29
10007,Spar,7006,S,2019-03-04,Monday,1.6
10007,Spar,7013,L,2018-11-23,Friday,7.06
10007,Spar,7001,M,2018-11-23,Friday,5.09
10007,Tesco,7010,L,2018-11-26,Monday,7.75
10007,Tesco,7003,L,2018-11-26,Monday,7.73
10007,Spar,7009,M,2018-11-23,Friday,4.59
10007,Spar,7011,M,2018-11-23,Friday,5.12
10007,Spar,7010,M,2018-11-23,Friday,4.28
10007,Spar,7012,L,2018-11-23,Friday,7.45
10007,Spar,7005,S,2019-04-04,Thursday,2.99
10007,Spar,7006,S,2019-04-04,Thursday,3.3
10007,Spar,7015,S,2019-04-04,Thursday,0.71
10007,Spar,7013,S,2019-04-04,Thursday,3.54
10007,Spar,7010,S,2019-04-04,Thursday,0.6
10007,Spar,7006,L,2018-11-23,Friday,7.87
10007,Spar,7003,L,2018-11-23,Friday,6.53
10007,Spar,7007,L,2018-11-23,Friday,7.41
10007,Aldi,7002,S,2019-09-21,Saturday,1.62
10007,Tesco,7013,M,2018-12-05,Wednesday,4.42
10007,Lidl,7006,M,2019-02-13,Wednesday,5.75
10007,M&S,7002,L,2018-09-29,Saturday,7.79
10007,M&S,7003,L,2018-09-29,Saturday,8.3
10007,M&S,7012,L,2018-09-29,Saturday,8.13
10007,M&S,7009,L,2018-09-29,Saturday,8.19
10007,Lidl,7011,S,2018-09-03,Monday,3.22
10007,Lidl,7001,S,2018-09-03,Monday,3.78
10007,M&S,7010,S,2018-11-10,Saturday,2.35
10007,M&S,7006,S,2018-11-10,Saturday,1.23
10007,M&S,7011,S,2018-11-10,Saturday,1.18
10007,Spar,7005,S,2019-03-10,Sunday,3.67
10007,M&S,7000,L,2018-10-03,Wednesday,7.6
10007,M&S,7009,L,2018-10-03,Wednesday,8.22
10007,Tesco,7011,S,2019-10-12,Saturday,3.37
10007,Tesco,7002,S,2019-10-12,Saturday,2.69
10007,Tesco,7001,S,2019-10-12,Saturday,0.65
10007,Tesco,7000,S,2019-10-12,Saturday,3.3
10007,M&S,7000,L,2018-10-06,Saturday,8.08
10007,Spar,7010,S,2019-03-09,Saturday,0.93
10007,Spar,7002,L,2018-10-08,Monday,8.16
10007,Spar,7011,S,2019-03-09,Saturday,0.85
10007,Spar,7006,S,2019-03-09,Saturday,1.67
10007,Spar,7015,S,2019-03-09,Saturday,1.32
10007,Tesco,7011,M,2018-12-11,Tuesday,4.74
10007,M&S,7011,L,2018-09-29,Saturday,8.14
10007,Spar,7009,M,2018-12-13,Thursday,5.29
10007,Spar,7001,S,2019-03-09,Saturday,1.42
10007,Spar,7011,M,2018-12-13,Thursday,5.43
10007,Spar,7007,L,2018-10-08,Monday,6.62
10007,Spar,7012,L,2018-10-08,Monday,6.13
10007,Spar,7011,M,2019-02-08,Friday,5.44
10007,M&S,7011,L,2018-10-06,Saturday,8.21
10007,Spar,7006,M,2018-12-13,Thursday,5.3
10007,Lidl,7007,S,2018-09-03,Monday,1.6
10007,Spar,7001,S,2019-10-15,Tuesday,1.18
10007,Spar,7011,S,2019-10-15,Tuesday,1.98
10007,Spar,7005,L,2018-09-25,Tuesday,7.35
10007,Spar,7003,L,2018-09-25,Tuesday,6.28
10007,Lidl,7003,S,2018-09-08,Saturday,3.44
10007,Lidl,7012,S,2018-09-08,Saturday,3.69
10007,Spar,7009,M,2018-12-17,Monday,4.18
10007,Spar,7013,M,2018-12-17,Monday,5.02
10007,Spar,7012,L,2018-09-25,Tuesday,6.7
10007,Spar,7003,M,2018-12-17,Monday,4.34
10007,Tesco,7002,L,2018-09-21,Friday,7.79
10007,Tesco,7003,L,2018-09-21,Friday,7.29
10007,Tesco,7015,L,2018-09-21,Friday,7.05
10007,Lidl,7009,S,2018-09-08,Saturday,2.27
10007,Lidl,7001,S,2018-09-08,Saturday,1.14
10007,Lidl,7007,S,2018-09-08,Saturday,1.48
10007,Spar,7007,M,2018-12-17,Monday,4.5
10007,Tesco,7000,S,2019-03-29,Friday,3.14
10007,Spar,7002,L,2018-09-25,Tuesday,8.3
10007,Spar,7002,L,2018-09-26,Wednesday,7.22
10007,Spar,7003,S,2019-10-15,Tuesday,1.8
10007,Spar,7015,S,2019-10-15,Tuesday,2.87
10007,Lidl,7003,S,2018-09-03,Monday,1.23
10007,Tesco,7010,M,2019-02-05,Tuesday,5.02
10007,Aldi,7012,S,2018-09-05,Wednesday,2.14
10007,Aldi,7002,S,2018-09-05,Wednesday,1.17
10007,Spar,7012,L,2018-09-26,Wednesday,8.37
10007,Aldi,7007,S,2018-09-05,Wednesday,2.88
10007,Aldi,7015,S,2018-09-05,Wednesday,2.24
10007,Aldi,7013,S,2018-09-05,Wednesday,2.08
10007,Spar,7005,L,2018-09-26,Wednesday,6.57
10007,Spar,7013,S,2019-03-10,Sunday,2.2
10007,Tesco,7012,M,2019-02-05,Tuesday,4.51
10007,Spar,7000,L,2018-09-26,Wednesday,6.51
10007,Aldi,7006,S,2018-09-05,Wednesday,2.37
10007,Spar,7007,L,2018-10-30,Tuesday,6.45
10007,Tesco,7005,S,2019-03-29,Friday,2.35
10007,Tesco,7007,L,2018-10-11,Thursday,7.97
10007,Spar,7006,L,2018-10-23,Tuesday,7.56
10007,Spar,7002,L,2018-10-23,Tuesday,7.61
10007,Spar,7011,L,2018-10-23,Tuesday,7.45
10007,Spar,7015,L,2018-10-23,Tuesday,7.74
10007,Spar,7001,L,2018-10-23,Tuesday,8.04
10007,Spar,7012,L,2018-10-23,Tuesday,7.9
10007,Lidl,7012,S,2018-08-21,Tuesday,2.19
10007,Spar,7000,S,2019-10-05,Saturday,3.37
10007,Spar,7006,S,2019-10-05,Saturday,2.82
10007,Lidl,7005,S,2018-08-21,Tuesday,2.68
10007,Lidl,7013,S,2018-08-21,Tuesday,1.42
10007,Lidl,7003,S,2018-08-21,Tuesday,1.51
10007,Lidl,7011,S,2018-08-21,Tuesday,3.77
10007,Tesco,7002,L,2018-10-26,Friday,7.18
10007,Tesco,7007,L,2018-10-26,Friday,6.56
10007,Tesco,7003,L,2018-10-26,Friday,7.01
10007,Tesco,7010,L,2018-10-26,Friday,7.08
10007,Spar,7011,L,2018-10-30,Tuesday,7.26
10007,Tesco,7009,S,2018-11-16,Friday,2.72
10007,Tesco,7015,S,2018-11-16,Friday,3.26
10007,Tesco,7000,S,2018-11-16,Friday,1.68
10007,Tesco,7012,S,2018-11-16,Friday,3.26
10007,Tesco,7006,S,2018-11-16,Friday,1.05
10007,Spar,7005,S,2018-08-24,Friday,2.51
10007,Spar,7010,S,2019-03-31,Sunday,1.08
10007,Tesco,7001,S,2019-08-26,Monday,2.86
10007,Spar,7006,S,2018-08-20,Monday,1.05
10007,Spar,7015,S,2018-08-20,Monday,3.17
10007,Spar,7003,S,2018-08-20,Monday,2.32
10007,Spar,7005,S,2018-08-20,Monday,1.57
10007,Tesco,7013,L,2018-10-26,Friday,6.42
10007,Spar,7013,S,2019-03-31,Sunday,3.78
10007,Spar,7013,S,2018-08-24,Friday,1.47
10007,Spar,7007,S,2018-08-24,Friday,3.5
10007,M&S,7013,S,2018-11-14,Wednesday,2.49
10007,Spar,7011,L,2018-10-14,Sunday,7.15
10007,Spar,7012,L,2018-10-14,Sunday,7.05
10007,Spar,7010,L,2018-10-14,Sunday,7.73
10007,Spar,7015,L,2018-10-14,Sunday,7.71
10007,Spar,7006,L,2018-10-14,Sunday,7.77
10007,Spar,7002,L,2018-10-14,Sunday,7.62
10007,Spar,7009,M,2019-02-08,Friday,4.88
10007,Tesco,7009,M,2018-12-11,Tuesday,5.81
10007,Spar,7007,S,2019-10-10,Thursday,1.91
10007,Tesco,7005,M,2018-12-11,Tuesday,5.28
10007,Tesco,7010,L,2018-10-11,Thursday,8.29
10007,Tesco,7015,L,2018-10-11,Thursday,7.53
10007,Tesco,7003,L,2018-10-11,Thursday,6.36
10007,Tesco,7006,L,2018-10-11,Thursday,6.44
10007,Tesco,7007,M,2018-12-11,Tuesday,5.29
10007,Spar,7005,S,2019-10-10,Thursday,1.1
10007,Spar,7015,M,2019-02-08,Friday,5.03
10007,Spar,7001,S,2018-08-27,Monday,2.78
10007,Tesco,7013,S,2019-10-06,Sunday,3.34
10007,M&S,7015,S,2018-11-14,Wednesday,2.16
10007,Tesco,7010,S,2019-10-06,Sunday,1.02
10007,Tesco,7006,S,2019-10-06,Sunday,3.14
10007,Tesco,7011,S,2019-10-06,Sunday,3.26
10007,Tesco,7001,S,2019-10-06,Sunday,2.55
10007,Spar,7006,M,2019-02-08,Friday,4.43
10007,M&S,7012,S,2018-11-14,Wednesday,3.46
10007,Tesco,7003,L,2018-10-19,Friday,8.01
10007,Tesco,7011,S,2019-03-29,Friday,0.66
10007,Spar,7000,S,2018-08-27,Monday,2.36
10007,Spar,7011,S,2018-08-27,Monday,3.68
10007,Spar,7010,S,2018-08-27,Monday,3.41
10007,Spar,7005,S,2018-08-27,Monday,1.46
10007,Tesco,7009,L,2018-10-19,Friday,8.39
10007,Spar,7006,L,2019-02-15,Friday,7.81
10007,Spar,7006,M,2019-10-15,Tuesday,4.79
10007,Spar,7005,L,2019-02-15,Friday,7.89
